0,139.108695652174,184.57,0,0,136.85,0,68.7640449438202,78.9565217391304,0,0,0,0,0,0,233.11,0,36.7972972972973,0,0,0,0,0,0,0,0,0,0,0,0,0,839.93,33.5405405405405,0,0,102.590361445783,0,0,0,0,0,0,0,0,0,0,0,0,68.258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.108695652174,0,536.33,207.91,273.92,91.7356321839081,0,178.9375,55.1285714285714,0,0,0,0,0,0,1025.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.123456790123,319.25,80.4305555555556,0,0,0,0,234.948453608247,0,0,0,57.0923076923077,322.802083333333,0,108.831325301205,0,0,0,0,0,44,109.222222222222,0,0,45.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184.57,536.33,0,43.4285714285714,118.222222222222,533.42,0,75.3582089552239,159.304347826087,0,0,0,0,0,0,232.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3974358974359,225.49,0,0,0,42.0384615384615,0,66.0857142857143,0,0,0,0,137,0,67.0571428571429,0,0,0,45.1688311688312,0,77.9651162790698,95.9494949494949,0,0,99.1808510638298,72.6352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,207.91,43.4285714285714,0,161.617021276596,0,45.1772151898734,636.86,40.0149253731343,0,0,0,0,0,0,123.297872340426,0,0,0,0,0,0,0,0,46.8045977011494,26.843137254902,90.8115942028985,0,0,0,57.8823529411765,178.82,70.5344827586207,0,43.8253968253968,0,0,321.326530612245,0,0,0,47.7428571428571,341.316326530612,0,69.9759036144578,138.815789473684,0,0,0,0,0,0,0,170.041095890411,49.6901408450704,0,0,309.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9636363636364,0,0,0,0,0,0,0,0,0,0,0
0,273.92,118.222222222222,161.617021276596,0,91.4747474747475,0,282.938775510204,303,0,0,0,0,0,0,64.125,0,0,0,0,0,0,0,0,0,0,131.203389830508,0,0,0,194.758241758242,166.835051546392,0,0,54.2258064516129,0,0,245.488095238095,0,0,0,82.0128205128205,650.447916666667,0,219.885416666667,149.848484848485,0,0,0,0,0,32.9019607843137,0,296.255555555556,280.42,64.2307692307692,0,436.020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7962962962963,44.126582278481,0,0,105,0,0,0,0,0,74.1923076923077,0,0,0,0,0,0,0,0,0,0,0
136.85,91.7356321839081,533.42,0,91.4747474747475,0,0,44.830985915493,661.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.7966101694915,0,0,91.8076923076923,311.272727272727,0,0,0,242.555555555556,0,0,0,0,0,0,116.542372881356,0,64.7878787878788,107.408450704225,0,0,334.32,78.6551724137931,0,0,0,0,119.26,39.4868421052632,0,64.2365591397849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45.1772151898734,0,0,0,344.79,0,0,0,0,0,0,0,707.66,0,62.7763157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,97.8125,101.58024691358,0,0,0,0,88.3698630136986,0,177.323232323232,936.67,0,0,0,0,0,95.3275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.7640449438202,178.9375,75.3582089552239,636.86,282.938775510204,44.830985915493,344.79,0,466.7,282.907216494845,0,137.675324675325,0,0,0,366.13,0,511.99,0,0,0,0,0,0,163.424242424242,39.0151515151515,115.5,0,0,0,63.5138888888889,286.64,116.480519480519,122.966292134831,55.8974358974359,70.8048780487805,0,754.35,86.6428571428571,0,75.4285714285714,48.3134328358209,336.89,0,83.978021978022,162.045454545455,0,0,0,0,0,0,0,211.093023255814,108.215053763441,53.1358024691358,0,769.44,0,0,0,0,0,0,0,0,0,0,0,97.3015873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5,0,0,0,0,0,0,0,0,0,0,0
78.9565217391304,55.1285714285714,159.304347826087,40.0149253731343,303,661.98,0,466.7,0,87.8194444444444,0,0,0,0,0,0,0,69.0869565217391,0,0,0,0,0,0,57.1875,0,48.1379310344828,116.75,0,0,89.0921052631579,323.72,0,0,0,330.59,0,178.047619047619,0,0,0,0,118.173913043478,79.1923076923077,56.2375,125.097826086957,0,0,227.49,138.957894736842,0,0,0,155.107142857143,280.1,99.680412371134,0,962.72,0,0,0,0,0,0,0,0,0,0,0,143.579710144928,0,0,0,0,0,0,0,0,0,31.1857142857143,0,0,0,0,0,0,0,0,364.63,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,282.907216494845,87.8194444444444,0,301.71,883.03,0,0,0,0,0,291,0,0,0,61.8115942028985,0,506.26,260.73,106.949494949495,0,0,0,0,0,62.3913043478261,0,145.042253521127,0,0,0,367.23,292.09,137.909090909091,116.5,0,169.878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
